lic_ticker,lic_name,year,expense,expense_category,expense_amount,lic_id
PMC,Platinum Capital Limited,2017,Other expenses,Other Expenses,196000,
PMC,Platinum Capital Limited,2018,Management fees,External Management Fees,5584000,
PMC,Platinum Capital Limited,2018,Custody,Other Expenses,297000,
PMC,Platinum Capital Limited,2018,Share registry,Other Expenses,177000,
PMC,Platinum Capital Limited,2018,Continuous reporting disclosure,Other Expenses,226000,
PMC,Platinum Capital Limited,2018,Directors' fees,Other Expenses,186000,
PMC,Platinum Capital Limited,2018,Auditor's remuneration and other services,Other Expenses,104000,
PMC,Platinum Capital Limited,2018,Brokerage and transaction costs,Transaction Costs (Brokerage),355000,
PMC,Platinum Capital Limited,2018,Other expenses,Other Expenses,241000,
PMC,Platinum Capital Limited,2019,Management fees,External Management Fees,5107000,
PMC,Platinum Capital Limited,2019,Custody,Other Expenses,230000,
PMC,Platinum Capital Limited,2019,Share registry,Other Expenses,123000,
PMC,Platinum Capital Limited,2019,Continuous reporting disclosure,Other Expenses,150000,
PMC,Platinum Capital Limited,2019,Directors' fees,Other Expenses,186000,
PMC,Platinum Capital Limited,2019,Auditor's remuneration and other services,Other Expenses,161000,
PMC,Platinum Capital Limited,2019,Brokerage and transaction costs,Transaction Costs (Brokerage),361000,
PMC,Platinum Capital Limited,2019,Other expenses,Other Expenses,240000,
PMC,Platinum Capital Limited,2020,Management fees,External Management Fees,4900000,
PMC,Platinum Capital Limited,2020,Custody,Other Expenses,243000,
PMC,Platinum Capital Limited,2020,Share registry,Other Expenses,138000,
PMC,Platinum Capital Limited,2020,Continuous reporting disclosure,Other Expenses,150000,
PMC,Platinum Capital Limited,2020,Directors' fees,Other Expenses,186000,
PMC,Platinum Capital Limited,2020,Auditor's remuneration and other services,Other Expenses,98000,
PMC,Platinum Capital Limited,2020,Brokerage and transaction costs,Transaction Costs (Brokerage),280000,
PMC,Platinum Capital Limited,2020,Other expenses,Other Expenses,333000,
PMC,Platinum Capital Limited,2021,Management fees,External Management Fees,5019000,
PMC,Platinum Capital Limited,2021,Custody,Other Expenses,236000,
PMC,Platinum Capital Limited,2021,Share registry,Other Expenses,127000,
PMC,Platinum Capital Limited,2021,Continuous reporting disclosure,Other Expenses,123000,
PMC,Platinum Capital Limited,2021,Directors' fees,Other Expenses,186000,
PMC,Platinum Capital Limited,2021,Auditor's remuneration and other services,Other Expenses,100000,
PMC,Platinum Capital Limited,2021,Brokerage costs,Transaction Costs (Brokerage),217000,
PMC,Platinum Capital Limited,2021,Transaction costs,Transaction Costs (Brokerage),127000,
PMC,Platinum Capital Limited,2021,Insurance,Other Expenses,327000,
PMC,Platinum Capital Limited,2021,Other expenses,Other Expenses,118000,
PMC,Platinum Capital Limited,2022,Management fees,External Management Fees,5138000,
PMC,Platinum Capital Limited,2022,Custody,Other Expenses,257000,
PMC,Platinum Capital Limited,2022,Share registry,Other Expenses,107000,
PMC,Platinum Capital Limited,2022,Continuous reporting disclosure,Other Expenses,206000,
PMC,Platinum Capital Limited,2022,Directors' fees,Other Expenses,187000,
PMC,Platinum Capital Limited,2022,Auditor's remuneration and other services,Other Expenses,106000,
PMC,Platinum Capital Limited,2022,Brokerage costs,Transaction Costs (Brokerage),200000,
PMC,Platinum Capital Limited,2022,Transaction costs,Transaction Costs (Brokerage),165000,
PMC,Platinum Capital Limited,2022,Insurance,Other Expenses,318000,
PMC,Platinum Capital Limited,2022,Other expenses,Other Expenses,130000,
PMC,Platinum Capital Limited,2023,Management fees,External Management Fees,4942000,
PMC,Platinum Capital Limited,2023,Custody,Other Expenses,156000,
PMC,Platinum Capital Limited,2023,Share registry,Other Expenses,130000,
PMC,Platinum Capital Limited,2023,Continuous reporting disclosure,Other Expenses,225000,
PMC,Platinum Capital Limited,2023,Directors' fees,Other Expenses,188000,
PMC,Platinum Capital Limited,2023,Auditor's remuneration and other services,Other Expenses,105000,
PMC,Platinum Capital Limited,2023,Brokerage costs,Transaction Costs (Brokerage),201000,
PMC,Platinum Capital Limited,2023,Transaction costs,Transaction Costs (Brokerage),61000,
PMC,Platinum Capital Limited,2023,Insurance,Other Expenses,269000,
PMC,Platinum Capital Limited,2023,Other expenses,Other Expenses,102000,
WMI,WAM Microcap Limited,2018,Management fees,External Management Fees,1905021,
WMI,WAM Microcap Limited,2018,Performance fees,External Performance Fees,1749202,
WMI,WAM Microcap Limited,2018,Directors fees,Other Expenses,55452,
WMI,WAM Microcap Limited,2018,Brokerage expense on share purchases,Transaction Costs (Brokerage),496078,
WMI,WAM Microcap Limited,2018,Custody fees,Other Expenses,15086,
WMI,WAM Microcap Limited,2018,ASX listing and chess fees,Other Expenses,90765,
WMI,WAM Microcap Limited,2018,Share registry fees,Other Expenses,66237,
WMI,WAM Microcap Limited,2018,"Disbursements, mailing and printing",Other Expenses,20222,
WMI,WAM Microcap Limited,2018,Other expenses from ordinary activities,Other Expenses,189934,
WMI,WAM Microcap Limited,2019,Management fees,External Management Fees,1904222,
WMI,WAM Microcap Limited,2019,Performance fees,External Performance Fees,1646306,
WMI,WAM Microcap Limited,2019,Directors fees,Other Expenses,55000,
WMI,WAM Microcap Limited,2019,Brokerage expense on share purchases,Transaction Costs (Brokerage),312422,
WMI,WAM Microcap Limited,2019,Custody fees,Other Expenses,15556,
WMI,WAM Microcap Limited,2019,ASX listing and chess fees,Other Expenses,82243,
WMI,WAM Microcap Limited,2019,Share registry fees,Other Expenses,63733,
WMI,WAM Microcap Limited,2019,"Disbursements, mailing and printing",Other Expenses,52087,
WMI,WAM Microcap Limited,2019,ASIC industry funding levy,Other Expenses,20430,
WMI,WAM Microcap Limited,2019,Other expenses from ordinary activities,Other Expenses,205036,
WMI,WAM Microcap Limited,2020,Management fees,External Management Fees,1986032,
WMI,WAM Microcap Limited,2020,Performance fees,External Performance Fees,4057554,
WMI,WAM Microcap Limited,2020,Directors fees,Other Expenses,45710,
WMI,WAM Microcap Limited,2020,Brokerage expense on share purchases,Transaction Costs (Brokerage),484566,
WMI,WAM Microcap Limited,2020,Custody fees,Other Expenses,16391,
WMI,WAM Microcap Limited,2020,ASX listing and chess fees,Other Expenses,87027,
WMI,WAM Microcap Limited,2020,Share registry fees,Other Expenses,66677,
WMI,WAM Microcap Limited,2020,"Disbursements, mailing and printing",Other Expenses,53494,
WMI,WAM Microcap Limited,2020,ASIC industry funding levy,Other Expenses,11764,
WMI,WAM Microcap Limited,2020,Other expenses from ordinary activities,Other Expenses,191410,
WMI,WAM Microcap Limited,2021,Management fees,External Management Fees,3352164,
WMI,WAM Microcap Limited,2021,Performance fees,External Performance Fees,7843049,
WMI,WAM Microcap Limited,2021,Directors fees,Other Expenses,59897,
WMI,WAM Microcap Limited,2021,Brokerage expense on share purchases,Transaction Costs (Brokerage),676959,
WMI,WAM Microcap Limited,2021,Custody fees,Other Expenses,18881,
WMI,WAM Microcap Limited,2021,ASX listing and chess fees,Other Expenses,106378,
WMI,WAM Microcap Limited,2021,Share registry fees,Other Expenses,96000,
WMI,WAM Microcap Limited,2021,"Disbursements, mailing and printing",Other Expenses,41171,
WMI,WAM Microcap Limited,2021,ASIC industry funding levy,Other Expenses,13343,
WMI,WAM Microcap Limited,2021,Other expenses from ordinary activities,Other Expenses,217407,
WMI,WAM Microcap Limited,2022,Management fees,External Management Fees,3552810,
WMI,WAM Microcap Limited,2022,Performance fees,External Performance Fees,0,
WMI,WAM Microcap Limited,2022,Directors fees,Other Expenses,70000,
WMI,WAM Microcap Limited,2022,Brokerage expense on share purchases,Transaction Costs (Brokerage),599146,
WMI,WAM Microcap Limited,2022,Custody fees,Other Expenses,28400,
WMI,WAM Microcap Limited,2022,ASX listing and chess fees,Other Expenses,110565,
WMI,WAM Microcap Limited,2022,Share registry fees,Other Expenses,89085,
WMI,WAM Microcap Limited,2022,"Disbursements, mailing and printing",Other Expenses,45328,
WMI,WAM Microcap Limited,2022,ASIC industry funding levy,Other Expenses,10819,
WMI,WAM Microcap Limited,2022,Other expenses from ordinary activities,Other Expenses,247336,
WMI,WAM Microcap Limited,2023,Management fees,External Management Fees,2887599,
WMI,WAM Microcap Limited,2023,Performance fees,External Performance Fees,3820899,
WMI,WAM Microcap Limited,2023,Directors fees,Other Expenses,70000,
WMI,WAM Microcap Limited,2023,Brokerage expense on share purchases,Transaction Costs (Brokerage),509406,
WMI,WAM Microcap Limited,2023,Custody fees,Other Expenses,22576,
WMI,WAM Microcap Limited,2023,ASX listing and chess fees,Other Expenses,117579,
WMI,WAM Microcap Limited,2023,Share registry fees,Other Expenses,92685,
WMI,WAM Microcap Limited,2023,"Disbursements, mailing and printing",Other Expenses,50954,
WMI,WAM Microcap Limited,2023,ASIC industry funding levy,Other Expenses,12076,
WMI,WAM Microcap Limited,2023,Other expenses from ordinary activities,Other Expenses,284111,
PAI,Platinum Asia Investments Limited,2017,Management fees,External Management Fees,3404000,
PAI,Platinum Asia Investments Limited,2017,Custody,Other Expenses,399000,
PAI,Platinum Asia Investments Limited,2017,Share registry,Other Expenses,111000,
PAI,Platinum Asia Investments Limited,2017,Continuous reporting disclosure,Other Expenses,112000,
PAI,Platinum Asia Investments Limited,2017,Directors' fees,Other Expenses,186000,
PAI,Platinum Asia Investments Limited,2017,Auditor's remuneration and other services,Other Expenses,114000,
PAI,Platinum Asia Investments Limited,2017,Brokerage and transaction costs,Transaction Costs (Brokerage),844000,
PAI,Platinum Asia Investments Limited,2017,Other expenses,Other Expenses,213000,
PAI,Platinum Asia Investments Limited,2018,Management fees,External Management Fees,4882000,
PAI,Platinum Asia Investments Limited,2018,Custody,Other Expenses,508000,
PAI,Platinum Asia Investments Limited,2018,Share registry,Other Expenses,75000,
PAI,Platinum Asia Investments Limited,2018,Continuous reporting disclosure,Other Expenses,156000,
PAI,Platinum Asia Investments Limited,2018,Directors' fees,Other Expenses,186000,
PAI,Platinum Asia Investments Limited,2018,Auditor's remuneration and other services,Other Expenses,101000,
PAI,Platinum Asia Investments Limited,2018,Brokerage and transaction costs,Transaction Costs (Brokerage),779000,
PAI,Platinum Asia Investments Limited,2018,Other expenses,Other Expenses,253000,
PAI,Platinum Asia Investments Limited,2019,Management fees,External Management Fees,4352000,
PAI,Platinum Asia Investments Limited,2019,Custody,Other Expenses,475000,
PAI,Platinum Asia Investments Limited,2019,Share registry,Other Expenses,97000,
PAI,Platinum Asia Investments Limited,2019,Continuous reporting disclosure,Other Expenses,167000,
PAI,Platinum Asia Investments Limited,2019,Directors' fees,Other Expenses,186000,
PAI,Platinum Asia Investments Limited,2019,Auditor's remuneration and other services,Other Expenses,103000,
PAI,Platinum Asia Investments Limited,2019,Brokerage and transaction costs,Transaction Costs (Brokerage),907000,
PAI,Platinum Asia Investments Limited,2019,Other expenses,Other Expenses,265000,
PAI,Platinum Asia Investments Limited,2020,Management fees,External Management Fees,4489000,
PAI,Platinum Asia Investments Limited,2020,Performance fees,External Performance Fees,1827000,
PAI,Platinum Asia Investments Limited,2020,Custody,Other Expenses,497000,
PAI,Platinum Asia Investments Limited,2020,Share registry,Other Expenses,106000,
PAI,Platinum Asia Investments Limited,2020,Continuous reporting disclosure,Other Expenses,165000,
PAI,Platinum Asia Investments Limited,2020,Directors' fees,Other Expenses,186000,
PAI,Platinum Asia Investments Limited,2020,Auditor's remuneration and other services,Other Expenses,93000,
PAI,Platinum Asia Investments Limited,2020,Brokerage and transaction costs,Transaction Costs (Brokerage),964000,
PAI,Platinum Asia Investments Limited,2020,Other expenses,Other Expenses,337000,
PAI,Platinum Asia Investments Limited,2021,Management fees,External Management Fees,5367000,
PAI,Platinum Asia Investments Limited,2021,Performance fees,External Performance Fees,0,
PAI,Platinum Asia Investments Limited,2021,Custody,Other Expenses,366000,
PAI,Platinum Asia Investments Limited,2021,Share registry,Other Expenses,113000,
PAI,Platinum Asia Investments Limited,2021,Continuous reporting disclosure,Other Expenses,230000,
PAI,Platinum Asia Investments Limited,2021,Directors' fees,Other Expenses,186000,
PAI,Platinum Asia Investments Limited,2021,Auditor's remuneration and other services,Other Expenses,90000,
PAI,Platinum Asia Investments Limited,2021,Brokerage costs,Transaction Costs (Brokerage),355000,
PAI,Platinum Asia Investments Limited,2021,Transaction costs,Transaction Costs (Brokerage),237000,
PAI,Platinum Asia Investments Limited,2021,Insurance,Other Expenses,314000,
PAI,Platinum Asia Investments Limited,2021,Other expenses,Other Expenses,51000,
PAI,Platinum Asia Investments Limited,2022,Management fees,External Management Fees,4712000,
PAI,Platinum Asia Investments Limited,2022,Performance fees,External Performance Fees,911000,
PAI,Platinum Asia Investments Limited,2022,Custody,Other Expenses,302000,
PAI,Platinum Asia Investments Limited,2022,Share registry,Other Expenses,94000,
PAI,Platinum Asia Investments Limited,2022,Continuous reporting disclosure,Other Expenses,233000,
PAI,Platinum Asia Investments Limited,2022,Directors' fees,Other Expenses,187000,
PAI,Platinum Asia Investments Limited,2022,Auditor's remuneration and other services,Other Expenses,96000,
PAI,Platinum Asia Investments Limited,2022,Brokerage costs,Transaction Costs (Brokerage),181000,
PAI,Platinum Asia Investments Limited,2022,Transaction costs,Transaction Costs (Brokerage),47000,
PAI,Platinum Asia Investments Limited,2022,Insurance,Other Expenses,295000,
PAI,Platinum Asia Investments Limited,2022,Other expenses,Other Expenses,84000,
PAI,Platinum Asia Investments Limited,2023,Management fees,External Management Fees,4077000,
PAI,Platinum Asia Investments Limited,2023,Performance fees,External Performance Fees,0,
PAI,Platinum Asia Investments Limited,2023,Custody,Other Expenses,226000,
PAI,Platinum Asia Investments Limited,2023,Share registry,Other Expenses,103000,
PAI,Platinum Asia Investments Limited,2023,Continuous reporting disclosure,Other Expenses,240000,
PAI,Platinum Asia Investments Limited,2023,Directors' fees,Other Expenses,187000,
PAI,Platinum Asia Investments Limited,2023,Auditor's remuneration and other services,Other Expenses,106000,
PAI,Platinum Asia Investments Limited,2023,Brokerage costs,Transaction Costs (Brokerage),159000,
PAI,Platinum Asia Investments Limited,2023,Transaction costs,Transaction Costs (Brokerage),28000,
PAI,Platinum Asia Investments Limited,2023,Insurance,Other Expenses,251000,
PAI,Platinum Asia Investments Limited,2023,Other expenses,Other Expenses,70000,
AMH,AMCIL Limited,2014,Administration fees paid to AICS,Other Expenses,717000,
AMH,AMCIL Limited,2014,Other administration expenses,Other Expenses,652000,
AMH,AMCIL Limited,2015,Administration fees paid to AICS,Other Expenses,768000,
AMH,AMCIL Limited,2015,Other administration expenses,Other Expenses,717000,
AMH,AMCIL Limited,2016,Administration fees paid to AICS,Other Expenses,780000,
AMH,AMCIL Limited,2016,Other administration expenses,Other Expenses,694000,
AMH,AMCIL Limited,2017,Administration fees paid to AICS,Other Expenses,918000,
AMH,AMCIL Limited,2017,Other administration expenses,Other Expenses,729000,
AMH,AMCIL Limited,2018,Administration fees paid to AICS,Other Expenses,899000,
AMH,AMCIL Limited,2018,Other administration expenses,Other Expenses,825000,
AMH,AMCIL Limited,2019,Administration fees paid to AICS,Other Expenses,906000,
AMH,AMCIL Limited,2019,Other administration expenses,Other Expenses,940000,
AMH,AMCIL Limited,2020,Administration fees paid to AICS,Other Expenses,839000,
AMH,AMCIL Limited,2020,Other administration expenses,Other Expenses,958000,
AMH,AMCIL Limited,2021,Administration fees paid to AICS,Other Expenses,916000,
AMH,AMCIL Limited,2021,Other administration expenses,Other Expenses,934000,
AMH,AMCIL Limited,2022,Administration fees paid to AICS,Other Expenses,1021000,
AMH,AMCIL Limited,2022,Other administration expenses,Other Expenses,979000,
AMH,AMCIL Limited,2023,Administration fees paid to AICS,Other Expenses,1216000,
AMH,AMCIL Limited,2023,Other administration expenses,Other Expenses,1026000,
CDM,Cadence Capital Limited,2014,Management fees,External Management Fees,2053318,
CDM,Cadence Capital Limited,2014,Performance fees,External Performance Fees,11927,
CDM,Cadence Capital Limited,2014,Assignment fees,Other Expenses,87173,
CDM,Cadence Capital Limited,2014,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2014,Brokerage expense on share purchases,Transaction Costs (Brokerage),546234,
CDM,Cadence Capital Limited,2014,ASX fees,Other Expenses,103462,
CDM,Cadence Capital Limited,2014,Registry fees,Other Expenses,173517,
CDM,Cadence Capital Limited,2014,Legal fees,Other Expenses,289396,
CDM,Cadence Capital Limited,2014,Audit and taxation fees,Other Expenses,50119,
CDM,Cadence Capital Limited,2014,Other expenses from ordinary activities,Other Expenses,82034,
CDM,Cadence Capital Limited,2015,Management fees,External Management Fees,2813448,
CDM,Cadence Capital Limited,2015,Performance fees,External Performance Fees,2589415,
CDM,Cadence Capital Limited,2015,Assignment fees,Other Expenses,228052,
CDM,Cadence Capital Limited,2015,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2015,Brokerage expense on share purchases,Transaction Costs (Brokerage),575514,
CDM,Cadence Capital Limited,2015,ASX fees,Other Expenses,158926,
CDM,Cadence Capital Limited,2015,Registry fees,Other Expenses,157704,
CDM,Cadence Capital Limited,2015,Legal fees,Other Expenses,23334,
CDM,Cadence Capital Limited,2015,Custody fees,Other Expenses,88474,
CDM,Cadence Capital Limited,2015,Audit and taxation fees,Other Expenses,60850,
CDM,Cadence Capital Limited,2015,Other expenses from ordinary activities,Other Expenses,45337,
CDM,Cadence Capital Limited,2016,Management fees,External Management Fees,3294579,
CDM,Cadence Capital Limited,2016,Performance fees,External Performance Fees,0,
CDM,Cadence Capital Limited,2016,Assignment fees,Other Expenses,139063,
CDM,Cadence Capital Limited,2016,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2016,Brokerage expense on share purchases,Transaction Costs (Brokerage),854814,
CDM,Cadence Capital Limited,2016,ASX fees,Other Expenses,134099,
CDM,Cadence Capital Limited,2016,Registry fees,Other Expenses,178144,
CDM,Cadence Capital Limited,2016,Legal fees,Other Expenses,7299,
CDM,Cadence Capital Limited,2016,Custody fees,Other Expenses,19165,
CDM,Cadence Capital Limited,2016,Audit and taxation fees,Other Expenses,54294,
CDM,Cadence Capital Limited,2016,Other expenses from ordinary activities,Other Expenses,49108,
CDM,Cadence Capital Limited,2017,Management fees,External Management Fees,3080621,
CDM,Cadence Capital Limited,2017,Performance fees,External Performance Fees,2423026,
CDM,Cadence Capital Limited,2017,Assignment fees,Other Expenses,232306,
CDM,Cadence Capital Limited,2017,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2017,Brokerage expense on share purchases,Transaction Costs (Brokerage),706310,
CDM,Cadence Capital Limited,2017,ASX fees,Other Expenses,185703,
CDM,Cadence Capital Limited,2017,Registry fees,Other Expenses,120731,
CDM,Cadence Capital Limited,2017,Legal fees,Other Expenses,8541,
CDM,Cadence Capital Limited,2017,Custody fees,Other Expenses,74261,
CDM,Cadence Capital Limited,2017,Audit and taxation fees,Other Expenses,52578,
CDM,Cadence Capital Limited,2017,Other expenses from ordinary activities,Other Expenses,45259,
CDM,Cadence Capital Limited,2018,Management fees,External Management Fees,3684158,
CDM,Cadence Capital Limited,2018,Performance fees,External Performance Fees,2776464,
CDM,Cadence Capital Limited,2018,Assignment fees,Other Expenses,272700,
CDM,Cadence Capital Limited,2018,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2018,Brokerage expense on share purchases,Transaction Costs (Brokerage),711468,
CDM,Cadence Capital Limited,2018,ASX fees,Other Expenses,100953,
CDM,Cadence Capital Limited,2018,Registry fees,Other Expenses,132360,
CDM,Cadence Capital Limited,2018,Legal fees,Other Expenses,473,
CDM,Cadence Capital Limited,2018,Custody fees,Other Expenses,111911,
CDM,Cadence Capital Limited,2018,Audit and taxation fees,Other Expenses,97066,
CDM,Cadence Capital Limited,2018,Other expenses from ordinary activities,Other Expenses,52236,
CDM,Cadence Capital Limited,2019,Management fees,External Management Fees,3214744,
CDM,Cadence Capital Limited,2019,Performance fees,External Performance Fees,0,
CDM,Cadence Capital Limited,2019,Assignment fees,Other Expenses,135693,
CDM,Cadence Capital Limited,2019,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2019,Brokerage expense on share purchases,Transaction Costs (Brokerage),1161478,
CDM,Cadence Capital Limited,2019,ASX fees,Other Expenses,92973,
CDM,Cadence Capital Limited,2019,Registry fees,Other Expenses,130901,
CDM,Cadence Capital Limited,2019,Legal fees,Other Expenses,2094,
CDM,Cadence Capital Limited,2019,Custody fees,Other Expenses,113492,
CDM,Cadence Capital Limited,2019,Audit and taxation fees,Other Expenses,78222,
CDM,Cadence Capital Limited,2019,Other expenses from ordinary activities,Other Expenses,80462,
CDM,Cadence Capital Limited,2020,Management fees,External Management Fees,2626434,
CDM,Cadence Capital Limited,2020,Performance fees,External Performance Fees,0,
CDM,Cadence Capital Limited,2020,Assignment fees,Other Expenses,110860,
CDM,Cadence Capital Limited,2020,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2020,Brokerage expense on share purchases,Transaction Costs (Brokerage),1482155,
CDM,Cadence Capital Limited,2020,ASX fees,Other Expenses,73845,
CDM,Cadence Capital Limited,2020,Registry fees,Other Expenses,114221,
CDM,Cadence Capital Limited,2020,Legal fees,Other Expenses,5902,
CDM,Cadence Capital Limited,2020,Custody fees,Other Expenses,187347,
CDM,Cadence Capital Limited,2020,Audit and taxation fees,Other Expenses,76825,
CDM,Cadence Capital Limited,2020,Other expenses from ordinary activities,Other Expenses,76980,
CDM,Cadence Capital Limited,2021,Management fees,External Management Fees,3011384,
CDM,Cadence Capital Limited,2021,Performance fees,External Performance Fees,9286218,
CDM,Cadence Capital Limited,2021,Assignment fees,Other Expenses,519075,
CDM,Cadence Capital Limited,2021,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2021,Brokerage expense on share purchases,Transaction Costs (Brokerage),1811683,
CDM,Cadence Capital Limited,2021,ASX fees,Other Expenses,72642,
CDM,Cadence Capital Limited,2021,Registry fees,Other Expenses,108911,
CDM,Cadence Capital Limited,2021,Legal fees,Other Expenses,77991,
CDM,Cadence Capital Limited,2021,Custody fees,Other Expenses,212320,
CDM,Cadence Capital Limited,2021,Audit and taxation expenses,Other Expenses,118514,
CDM,Cadence Capital Limited,2021,Other expenses from ordinary activities,Other Expenses,66060,
CDM,Cadence Capital Limited,2022,Management fees,External Management Fees,3322085,
CDM,Cadence Capital Limited,2022,Performance fees,External Performance Fees,0,
CDM,Cadence Capital Limited,2022,Assignment fees,Other Expenses,140223,
CDM,Cadence Capital Limited,2022,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2022,Brokerage expense on share purchases,Transaction Costs (Brokerage),3358024,
CDM,Cadence Capital Limited,2022,ASX fees,Other Expenses,99854,
CDM,Cadence Capital Limited,2022,Registry fees,Other Expenses,108727,
CDM,Cadence Capital Limited,2022,Legal fees,Other Expenses,54643,
CDM,Cadence Capital Limited,2022,Custody fees,Other Expenses,170897,
CDM,Cadence Capital Limited,2022,Audit and taxation expenses,Other Expenses,206347,
CDM,Cadence Capital Limited,2022,Other expenses from ordinary activities,Other Expenses,94335,
CDM,Cadence Capital Limited,2023,Management fees,External Management Fees,2770650,
CDM,Cadence Capital Limited,2023,Performance fees,External Performance Fees,0,
CDM,Cadence Capital Limited,2023,Assignment fees,Other Expenses,116948,
CDM,Cadence Capital Limited,2023,Directors fees,Other Expenses,75000,
CDM,Cadence Capital Limited,2023,Brokerage expense on share purchases,Transaction Costs (Brokerage),1575479,
CDM,Cadence Capital Limited,2023,ASX fees,Other Expenses,85649,
CDM,Cadence Capital Limited,2023,Registry fees,Other Expenses,95934,
CDM,Cadence Capital Limited,2023,Legal fees,Other Expenses,0,
CDM,Cadence Capital Limited,2023,Custody fees,Other Expenses,115379,
CDM,Cadence Capital Limited,2023,Audit and taxation expenses,Other Expenses,147230,
CDM,Cadence Capital Limited,2023,Other expenses from ordinary activities,Other Expenses,141534,
WAX,WAM Research Limited,2014,Management fees,External Management Fees,1504491,
WAX,WAM Research Limited,2014,Performance fees,External Performance Fees,694282,
WAX,WAM Research Limited,2014,Directors fees,Other Expenses,92500,
WAX,WAM Research Limited,2014,Brokerage expense on share purchases,Transaction Costs (Brokerage),317313,
WAX,WAM Research Limited,2014,Custody fees,Other Expenses,41455,
WAX,WAM Research Limited,2014,ASX listing and chess fees,Other Expenses,98463,
WAX,WAM Research Limited,2014,Share registry fees,Other Expenses,87984,
WAX,WAM Research Limited,2014,Other expenses from ordinary activities,Other Expenses,176162,
WAX,WAM Research Limited,2015,Management fees,External Management Fees,1755617,
WAX,WAM Research Limited,2015,Performance fees,External Performance Fees,4767592,
WAX,WAM Research Limited,2015,Directors fees,Other Expenses,100000,
WAX,WAM Research Limited,2015,Brokerage expense on share purchases,Transaction Costs (Brokerage),322957,
WAX,WAM Research Limited,2015,Custody fees,Other Expenses,40498,
WAX,WAM Research Limited,2015,ASX listing and chess fees,Other Expenses,82209,
WAX,WAM Research Limited,2015,Share registry fees,Other Expenses,80165,
WAX,WAM Research Limited,2015,Other expenses from ordinary activities,Other Expenses,187347,
WAX,WAM Research Limited,2016,Management fees,External Management Fees,2161614,
WAX,WAM Research Limited,2016,Performance fees,External Performance Fees,8445614,
WAX,WAM Research Limited,2016,Directors fees,Other Expenses,112500,
WAX,WAM Research Limited,2016,Brokerage expense on share purchases,Transaction Costs (Brokerage),546539,
WAX,WAM Research Limited,2016,Custody fees,Other Expenses,26876,
WAX,WAM Research Limited,2016,ASX listing and chess fees,Other Expenses,95189,
WAX,WAM Research Limited,2016,Share registry fees,Other Expenses,81872,
WAX,WAM Research Limited,2016,Payroll tax,Other Expenses,34489,
WAX,WAM Research Limited,2016,Other expenses from ordinary activities,Other Expenses,208133,
WAX,WAM Research Limited,2017,Management fees,External Management Fees,2410697,
WAX,WAM Research Limited,2017,Performance fees,External Performance Fees,0,
WAX,WAM Research Limited,2017,Directors fees,Other Expenses,120000,
WAX,WAM Research Limited,2017,Brokerage expense on share purchases,Transaction Costs (Brokerage),423679,
WAX,WAM Research Limited,2017,Custody fees,Other Expenses,15995,
WAX,WAM Research Limited,2017,ASX listing and chess fees,Other Expenses,109900,
WAX,WAM Research Limited,2017,Share registry fees,Other Expenses,85273,
WAX,WAM Research Limited,2017,Other expenses from ordinary activities,Other Expenses,247736,
WAX,WAM Research Limited,2018,Management fees,External Management Fees,2436602,
WAX,WAM Research Limited,2018,Performance fees,External Performance Fees,0,
WAX,WAM Research Limited,2018,Directors fees,Other Expenses,120000,
WAX,WAM Research Limited,2018,Brokerage expense on share purchases,Transaction Costs (Brokerage),544454,
WAX,WAM Research Limited,2018,Custody fees,Other Expenses,17053,
WAX,WAM Research Limited,2018,ASX listing and chess fees,Other Expenses,95174,
WAX,WAM Research Limited,2018,Share registry fees,Other Expenses,66447,
WAX,WAM Research Limited,2018,Other expenses from ordinary activities,Other Expenses,252180,
WAX,WAM Research Limited,2019,Management fees,External Management Fees,2323208,
WAX,WAM Research Limited,2019,Performance fees,External Performance Fees,0,
WAX,WAM Research Limited,2019,Directors fees,Other Expenses,80000,
WAX,WAM Research Limited,2019,Brokerage expense on share purchases,Transaction Costs (Brokerage),455613,
WAX,WAM Research Limited,2019,Custody fees,Other Expenses,20508,
WAX,WAM Research Limited,2019,ASX listing and chess fees,Other Expenses,99862,
WAX,WAM Research Limited,2019,Share registry fees,Other Expenses,79307,
WAX,WAM Research Limited,2019,ASIC industry funding levy,Other Expenses,26075,
WAX,WAM Research Limited,2019,Other expenses from ordinary activities,Other Expenses,261337,
WAX,WAM Research Limited,2020,Management fees,External Management Fees,2230010,
WAX,WAM Research Limited,2020,Performance fees,External Performance Fees,0,
WAX,WAM Research Limited,2020,Directors fees,Other Expenses,80000,
WAX,WAM Research Limited,2020,Brokerage expense on share purchases,Transaction Costs (Brokerage),563759,
WAX,WAM Research Limited,2020,Custody fees,Other Expenses,15803,
WAX,WAM Research Limited,2020,ASX listing and chess fees,Other Expenses,102654,
